article_id,section,title,url,image_url,scraped_at
260903095,box woliflash,"Video: Dear Kreator Fashion, AI Bisa Loh Bantu Cari Ide Sampai Cuan",https://20.detik.com/detikupdate/20260903-260903095/video-dear-kreator-fashion-ai-bisa-loh-bantu-cari-ide-sampai-cuan?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/03/e141fb337b4b46f9a079f69d9c1f4bc2-20260903171901-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260903056,box woliflash,"Video: Kim Soo Hyun Masuk Lineup AAA 2026, Seruan Boikot Menggema",https://20.detik.com/detikupdate/20260903-260903056/video-kim-soo-hyun-masuk-lineup-aaa-2026-seruan-boikot-menggema?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/03/7cb1a869e2b843a5b97818bd31ec6fc5-20260903153754-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260903047,box woliflash,Video: Adu Gaya Ashanty hingga Cut Meyriska di Trunk Show Farghani,https://20.detik.com/detikupdate/20260903-260903047/video-adu-gaya-ashanty-hingga-cut-meyriska-di-trunk-show-farghani?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/03/b326a9895aad4e8da9219637559ff3aa-20260903134921-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260903045,box woliflash,Video: Tips Pakai Mesh Cushion Biar Flawless,https://20.detik.com/detikupdate/20260903-260903045/video-tips-pakai-mesh-cushion-biar-flawless?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/03/7d3b0540a50e4de1b46a39c2c35425b1-20260903133845-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260902130,box woliflash,Video: Nekat! Gowes 31 Km Sambil Jaga Bola Tetap di Kepala,https://20.detik.com/detikupdate/20260902-260902130/video-nekat-gowes-31-km-sambil-jaga-bola-tetap-di-kepala?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/02/a9ea46effca14cc88e93330c1560c481-20260902115027-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260902131,box woliflash,Solo Voice 1st Anniversary: Everyone Can Sing,https://20.detik.com/community-connect/20260902-260902131/solo-voice-1st-anniversary-everyone-can-sing?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/02/6b4c12f3f0934ff7b3d75dfae5345cdc-20260902120410-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260901124,box woliflash,Video: Bare Face Karina aespa di Bandara Bikin Pangling!,https://20.detik.com/detikupdate/20260901-260901124/video-bare-face-karina-aespa-di-bandara-bikin-pangling?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/01/cc98e3fd9c22468786b359086ce74ab2-20260901115959-0s.jpg?w=250&q=90,2026-09-05 12:38:07
260901116,box woliflash,Video: Ha Young Mundur dari Musim Kedua Drakor 'The Trauma Code',https://20.detik.com/detikupdate/20260901-260901116/video-ha-young-mundur-dari-musim-kedua-drakor-the-trauma-code?from=wolipop&source=keyword-kanal-wolipop,https://cdnv.detik.com/videoservice/AdminTV/2026/09/01/8d01763cbb924c698b541d9c55d568d4-20260901105725-0s.jpg?w=250&q=90,2026-09-05 12:38:07
8649995,box artikel terbaru,"Kalung Nagita Slavina Ini Bikin Salfok, Dikira Rp 30 Ribuan Ternyata Rp 1,3 M",https://wolipop.detik.com/entertainment-news/d-8649995/kalung-nagita-slavina-ini-bikin-salfok-dikira-rp-30-ribuan-ternyata-rp-1-3-m,https://awsimages.detik.net.id/community/media/visual/2026/09/04/nagita-slavina-1788506682376_169.jpeg?w=250&q=75,2026-09-05 12:38:07
8649983,box artikel terbaru,"Foto: Naomi Osaka Stylish di US Open 2026, Deja Vu Gaya Zendaya di Challengers",https://wolipop.detik.com/foto-fashion/d-8649983/foto-naomi-osaka-stylish-di-us-open-2026-deja-vu-gaya-zendaya-di-challengers,https://awsimages.detik.net.id/community/media/visual/2026/09/05/gaya-naomi-osaka-pakai-thom-browne-di-us-open-2026-1788592293024_169.jpeg?w=250&q=75,2026-09-05 12:38:07
8649942,box artikel terbaru,"9 Drama China di Viu yang Bagus dan Terbaru 2026, Ada Romance hingga Wuxia",https://wolipop.detik.com/entertainment-news/d-8649942/9-drama-china-di-viu-yang-bagus-dan-terbaru-2026-ada-romance-hingga-wuxia,https://awsimages.detik.net.id/community/media/visual/2026/01/28/drama-china-love-between-lines-1769562451431_169.webp?w=250&q=75,2026-09-05 12:38:07
8649904,box artikel terbaru,"Georgina Rodriguez Perdana di Red Carpet Usai Menikah, Perhiasan Curi Atensi",https://wolipop.detik.com/celeb-style/d-8649904/georgina-rodriguez-perdana-di-red-carpet-usai-menikah-perhiasan-curi-atensi,https://awsimages.detik.net.id/community/media/visual/2026/09/05/georgina-rodriguez-di-venice-film-festival-2026-1788603154725_169.jpeg?w=250&q=75,2026-09-05 12:38:07
8649872,box artikel terbaru,"Sinopsis Out of Death di Bioskop Trans TV, Dibintangi Jaime King",https://wolipop.detik.com/entertainment-news/d-8649872/sinopsis-out-of-death-di-bioskop-trans-tv-dibintangi-jaime-king,https://awsimages.detik.net.id/community/media/visual/2024/11/02/poster-film-out-of-death_169.jpeg?w=250&q=75,2026-09-05 12:38:07
8648713,newsfeed rekomendasi,"Potret Wulan Guritno Tampil Dengan Dress Belahan Tinggi di Bangkok, Memukau!",https://wolipop.detik.com/celeb-style/d-8648713/potret-wulan-guritno-tampil-dengan-dress-belahan-tinggi-di-bangkok-memukau,https://awsimages.detik.net.id/community/media/visual/2026/09/04/wulan-guritno-1788508919150_43.png?w=250&q=90,2026-09-05 12:38:07
8649101,newsfeed rekomendasi,Potret Gantengnya Eddy Putra Maudy Koesnaedi Jadi Model Jersey Tim Indonesia,https://wolipop.detik.com/celeb-style/d-8649101/potret-gantengnya-eddy-putra-maudy-koesnaedi-jadi-model-jersey-tim-indonesia,https://awsimages.detik.net.id/community/media/visual/2026/09/04/eddy-meijer-1788516762226_43.png?w=250&q=90,2026-09-05 12:38:07
8646639,newsfeed rekomendasi,"Bukan Cuma IQ, Ini 9 Tanda Orang Cerdas dari Kebiasaannya Sehari-hari",https://wolipop.detik.com/worklife/d-8646639/bukan-cuma-iq-ini-9-tanda-orang-cerdas-dari-kebiasaannya-sehari-hari,https://awsimages.detik.net.id/community/media/visual/2026/09/02/ilustrasi-wanita-pintar-1788334317844_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8648129,newsfeed rekomendasi,"Rahasia Body Goals Jennifer Bachdim di Usia 39, Ini 3 Olahraga Favoritnya",https://wolipop.detik.com/health-and-diet/d-8648129/rahasia-body-goals-jennifer-bachdim-di-usia-39-ini-3-olahraga-favoritnya,https://awsimages.detik.net.id/community/media/visual/2026/09/04/olahraga-jennifer-bachdim-di-ionation-2026-1788498266919_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8647253,newsfeed rekomendasi,"Potret Stylish Celine Dion Sapa Fans, Mendadak Ikut Nyanyi di Jalanan Paris",https://wolipop.detik.com/celeb-style/d-8647253/potret-stylish-celine-dion-sapa-fans-mendadak-ikut-nyanyi-di-jalanan-paris,https://awsimages.detik.net.id/community/media/visual/2026/09/03/gaya-celine-dion-jelang-konser-residency-di-paris-1788434520228_43.jpeg?w=250&q=90,2026-09-05 12:38:07
,box tag populer,kim ju ae,https://www.detik.com/tag/kim-ju-ae,,2026-09-05 12:38:07
,box tag populer,keponakan qasem soleimani,https://www.detik.com/tag/keponakan-qasem-soleimani,,2026-09-05 12:38:07
,box tag populer,sarinasadat hosseiny,https://www.detik.com/tag/sarinasadat-hosseiny,,2026-09-05 12:38:07
,box tag populer,kim jong un,https://www.detik.com/tag/kim-jong-un,,2026-09-05 12:38:07
,box tag populer,gaya tasya farasya,https://www.detik.com/tag/gaya-tasya-farasya,,2026-09-05 12:38:07
8648756,woli best buy,"L'Occitane Immortelle Divine Targeted Wrinkle Care, Samarkan Kerutan Wajah",https://wolipop.detik.com/best-buy/d-8648756/loccitane-immortelle-divine-targeted-wrinkle-care-samarkan-kerutan-wajah,https://awsimages.detik.net.id/community/media/visual/2026/09/04/loccitane-immortelle-divine-targeted-wrinkle-care-1788516298711_11.jpeg?w=250&q=90,2026-09-05 12:38:07
8638453,woli best buy,"Judydoll Dazzle Crush Lip Oil, Efek Plumping dan Tint hingga 8 Jam",https://wolipop.detik.com/best-buy/d-8638453/judydoll-dazzle-crush-lip-oil-efek-plumping-dan-tint-hingga-8-jam,https://awsimages.detik.net.id/community/media/visual/2026/08/28/judydoll-dazzle-crush-lip-oil-1787900877790_11.png?w=250&q=90,2026-09-05 12:38:07
8616165,woli best buy,"Rollover Reaction WonderBalm, 2in1 Lipstik & Blush yang Bisa Jadi Bag Charm",https://wolipop.detik.com/best-buy/d-8616165/rollover-reaction-wonderbalm-2in1-lipstik-blush-yang-bisa-jadi-bag-charm,https://awsimages.detik.net.id/community/media/visual/2026/08/13/rollover-reaction-wonderbalm-1786580947142_11.png?w=250&q=90,2026-09-05 12:38:07
8612505,woli best buy,"Carasun Solar Smart UV Sun Cushion, Bikin Reapply Sunscreen Jadi Praktis",https://wolipop.detik.com/best-buy/d-8612505/carasun-solar-smart-uv-sun-cushion-bikin-reapply-sunscreen-jadi-praktis,https://awsimages.detik.net.id/community/media/visual/2026/08/10/carasun-solar-smart-uv-cushion-1786356539903_11.jpeg?w=250&q=90,2026-09-05 12:38:07
8588765,woli best buy,"TimePhoria Timeless Fixion Skin Tint Stick, Foundation dan Concealer 2-in-1",https://wolipop.detik.com/best-buy/d-8588765/timephoria-timeless-fixion-skin-tint-stick-foundation-dan-concealer-2-in-1,https://awsimages.detik.net.id/community/media/visual/2026/07/24/timephoria-timeless-fixion-skin-tint-stick-1784886563786_11.jpeg?w=250&q=90,2026-09-05 12:38:07
8649329,newsfeed rekomendasi,Sandra Bullock Ungkap Cara Habiskan Uang Miliaran Hasil Main Film,https://wolipop.detik.com/entertainment-news/d-8649329/sandra-bullock-ungkap-cara-habiskan-uang-miliaran-hasil-main-film,https://awsimages.detik.net.id/community/media/visual/2026/08/27/sandra-bullock-di-premiere-practical-magic-2-1787836660112_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8646105,newsfeed rekomendasi,"Gaya Mahalini Naik Disney Cruise, Cosplay Jadi Princess Pakai Tas Rp 711 Juta",https://wolipop.detik.com/celeb-style/d-8646105/gaya-mahalini-naik-disney-cruise-cosplay-jadi-princess-pakai-tas-rp-711-juta,https://awsimages.detik.net.id/community/media/visual/2026/09/03/mahalini-1788401284028_43.png?w=250&q=90,2026-09-05 12:38:07
8649330,newsfeed rekomendasi,"Gaya Dramatis Ria Ricis di Pemotretan Terbaru, Cantik Manglingi",https://wolipop.detik.com/celeb-style/d-8649330/gaya-dramatis-ria-ricis-di-pemotretan-terbaru-cantik-manglingi,https://awsimages.detik.net.id/community/media/visual/2026/09/04/ria-ricis-1788503098354_43.png?w=250&q=90,2026-09-05 12:38:07
8648215,newsfeed rekomendasi,"Ramalan Zodiak 5 September: Cancer Jaga Ucapan, Leo Lebih Sabar",https://wolipop.detik.com/love/d-8648215/ramalan-zodiak-5-september-cancer-jaga-ucapan-leo-lebih-sabar,https://awsimages.detik.net.id/community/media/visual/2026/08/28/ilustrasi-zodiak-1787903295531_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8649601,newsfeed rekomendasi,"Ramalan Zodiak 5 September: Libra Jangan Emosi, Sagitarius Tetap Tenang",https://wolipop.detik.com/love/d-8649601/ramalan-zodiak-5-september-libra-jangan-emosi-sagitarius-tetap-tenang,https://awsimages.detik.net.id/community/media/visual/2025/11/05/lambang-12-zodiak-1762306186178_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8644160,newsfeed rekomendasi,"Baru 13 Tahun, Putri Kim Jong Un Mulai Naik Takhta",https://wolipop.detik.com/entertainment-news/d-8644160/baru-13-tahun-putri-kim-jong-un-mulai-naik-takhta,https://awsimages.detik.net.id/community/media/visual/2026/03/13/putri-kim-jong-un-tampil-percaya-diri-di-arena-tembak-1773386848997_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8642080,newsfeed rekomendasi,Kylie Minogue Nostalgia Outfit 'Can't Get You Out of My Head' Setelah 25 Tahun,https://wolipop.detik.com/celeb-style/d-8642080/kylie-minogue-nostalgia-outfit-cant-get-you-out-of-my-head-setelah-25-tahun,https://awsimages.detik.net.id/community/media/visual/2026/08/31/outfit-kylie-mingoue-di-klip-cant-get-you-out-of-my-head-1788154250092_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8648919,newsfeed rekomendasi,"Wajahnya Disebut Berbeda, Jennifer Lawrence Ungkap Semua Prosedur Kecantikannya",https://wolipop.detik.com/makeup-and-skincare/d-8648919/wajahnya-disebut-berbeda-jennifer-lawrence-ungkap-semua-prosedur-kecantikannya,https://awsimages.detik.net.id/community/media/visual/2025/11/18/gaya-jennifer-lawrence-di-governors-awards-2025-1763477752894_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8637294,newsfeed rekomendasi,5 Gaya 'Wild' Sandra Bullock Pakai Gaun Leopard di Premiere 'Practical Magic 2',https://wolipop.detik.com/celeb-style/d-8637294/5-gaya-wild-sandra-bullock-pakai-gaun-leopard-di-premiere-practical-magic-2,https://awsimages.detik.net.id/community/media/visual/2026/08/27/sandra-bullock-di-premiere-practical-magic-2-1787836660174_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8649777,newsfeed rekomendasi,"Ramalan Zodiak Cinta 5 September: Aquarius Berikan Pujian, Cancer Jaga Ucapan",https://wolipop.detik.com/love/d-8649777/ramalan-zodiak-cinta-5-september-aquarius-berikan-pujian-cancer-jaga-ucapan,https://awsimages.detik.net.id/community/media/visual/2026/08/31/drama-china-the-early-spring-1788159292234_43.png?w=250&q=90,2026-09-05 12:38:07
8612735,newsfeed rekomendasi,"Niat Ingin Awet Muda, Britney Spears Ungkap Wajahnya Jadi Begini Usai Botox",https://wolipop.detik.com/makeup-and-skincare/d-8612735/niat-ingin-awet-muda-britney-spears-ungkap-wajahnya-jadi-begini-usai-botox,https://awsimages.detik.net.id/community/media/visual/2024/11/05/britney-spears_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8639552,newsfeed rekomendasi,"Gaya Syifa Hadju Nonton Konser Ariana di London, Pakai Bodysuit Rp 5 Jutaan",https://wolipop.detik.com/celeb-style/d-8639552/gaya-syifa-hadju-nonton-konser-ariana-di-london-pakai-bodysuit-rp-5-jutaan,https://awsimages.detik.net.id/community/media/visual/2026/08/29/syifa-hadju-1787971599078_43.png?w=250&q=90,2026-09-05 12:38:07
8645457,newsfeed rekomendasi,Gaya Audi Marissa & Anthony Xie Pamer Momen Manis Bersama Usai Gugat Cerai,https://wolipop.detik.com/entertainment-news/d-8645457/gaya-audi-marissa-anthony-xie-pamer-momen-manis-bersama-usai-gugat-cerai,https://awsimages.detik.net.id/community/media/visual/2026/09/02/anthony-xie-dan-audi-marissa-1788338768463_43.png?w=250&q=90,2026-09-05 12:38:07
8645269,box komentar terbanyak,Viral Wanita RI Jadi Model Hijab FamilyMart Jepang Dapat Ujaran Kebencian,https://wolipop.detik.com/hijab-update/d-8645269/viral-wanita-ri-jadi-model-hijab-familymart-jepang-dapat-ujaran-kebencian,,2026-09-05 12:38:07
8644454,box komentar terbanyak,Pangeran Harry & Meghan Markle Mulai Kewalahan Biayai Gaya Hidup Mewah,https://wolipop.detik.com/entertainment-news/d-8644454/pangeran-harry-meghan-markle-mulai-kewalahan-biayai-gaya-hidup-mewah,,2026-09-05 12:38:07
8639904,box komentar terbanyak,Kisah Haru Mahasiswi Bandung: Kuliah Sambil Narik Ojol Hingga Jadi Sarjana,https://wolipop.detik.com/worklife/d-8639904/kisah-haru-mahasiswi-bandung-kuliah-sambil-narik-ojol-hingga-jadi-sarjana,,2026-09-05 12:38:07
8649842,newsfeed rekomendasi,"Dyson Ciptakan Sikat Gigi Dilengkapi Kamera, Harganya Rp 8 Jutaan",https://wolipop.detik.com/tech-gadget/d-8649842/dyson-ciptakan-sikat-gigi-dilengkapi-kamera-harganya-rp-8-jutaan,https://awsimages.detik.net.id/community/media/visual/2026/09/05/sikat-gigi-dilengkapi-kamera-dari-dyson-1788564113830_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8639319,newsfeed rekomendasi,"Sinopsis The Early Spring, Drama China Terbaru Netflix Soal Benci Jadi Cinta",https://wolipop.detik.com/entertainment-news/d-8639319/sinopsis-the-early-spring-drama-china-terbaru-netflix-soal-benci-jadi-cinta,https://awsimages.detik.net.id/community/media/visual/2026/08/28/drama-china-the-early-spring-1787901931970_43.png?w=250&q=90,2026-09-05 12:38:07
8647938,newsfeed rekomendasi,"Pesona Mingyu SEVENTEEN Tampil Buzzcut Jelang Wamil, Auranya Tumpah-tumpah",https://wolipop.detik.com/celeb-style/d-8647938/pesona-mingyu-seventeen-tampil-buzzcut-jelang-wamil-auranya-tumpah-tumpah,https://awsimages.detik.net.id/community/media/visual/2026/09/04/mingyu-seventeen-1788489205659_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8648070,newsfeed rekomendasi,Profil 5 Pemeran Drama China The Early Spring yang Populer di Netflix,https://wolipop.detik.com/entertainment-news/d-8648070/profil-5-pemeran-drama-china-the-early-spring-yang-populer-di-netflix,https://awsimages.detik.net.id/community/media/visual/2026/09/04/drama-china-the-early-spring-1788492685057_43.png?w=250&q=90,2026-09-05 12:38:07
8649134,newsfeed rekomendasi,Langkah Awal Jadi Content Creator Pemula: Temukan Passion dan Baca Peluang,https://wolipop.detik.com/worklife/d-8649134/langkah-awal-jadi-content-creator-pemula-temukan-passion-dan-baca-peluang,https://awsimages.detik.net.id/community/media/visual/2026/08/12/ilustrasi-1786511042953_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8645484,newsfeed rekomendasi,"5 Drakor Terbaru September 2026, Pasutri Hyun Bin & Son Ye Jin Comeback Bareng",https://wolipop.detik.com/entertainment-news/d-8645484/5-drakor-terbaru-september-2026-pasutri-hyun-bin-son-ye-jin-comeback-bareng,https://awsimages.detik.net.id/community/media/visual/2026/08/26/the-scandal-1787725611346_43.jpeg?w=250&q=90,2026-09-05 12:38:07
8638176,newsfeed rekomendasi,Foto: Gaya Cardi B di Vogue Arabia Setelah Viral Ucap 'Assalamualaikum',https://wolipop.detik.com/celeb-style/d-8638176/foto-gaya-cardi-b-di-vogue-arabia-setelah-viral-ucap-assalamualaikum,https://awsimages.detik.net.id/community/media/visual/2026/08/28/gaya-cardi-b-di-vogue-arabia-september-2026-1787883800187_43.jpeg?w=250&q=90,2026-09-05 12:38:07
,footer,whatsapp,https://www.whatsapp.com/channel/0029Va87gcMEwEjrcI2Hd92i,https://awscdn.detik.net.id/assets/images/socmed_color/whatsapp.webp?v=202609051935,2026-09-05 12:38:07
,footer,facebook,https://www.facebook.com/detikcom,https://awscdn.detik.net.id/assets/images/socmed_color/facebook.webp?v=202609051935,2026-09-05 12:38:07
,footer,twitter,https://twitter.com/detikcom,https://awscdn.detik.net.id/assets/images/socmed_color/x.webp?v=202609051935,2026-09-05 12:38:07
,footer,instagram,https://www.instagram.com/detikcom/,https://awscdn.detik.net.id/assets/images/socmed_color/instagram.webp?v=202609051935,2026-09-05 12:38:07
,footer,linkedin,https://www.linkedin.com/company/detik-com/,https://awscdn.detik.net.id/assets/images/socmed_color/linkedin.webp?v=202609051935,2026-09-05 12:38:07
,footer,youtube,https://www.youtube.com/detikcom,https://awscdn.detik.net.id/assets/images/socmed_color/youtube.webp?v=202609051935,2026-09-05 12:38:07
,footer,tiktok,https://www.tiktok.com/@detikcom,https://awscdn.detik.net.id/assets/images/socmed_color/tiktok.webp?v=202609051935,2026-09-05 12:38:07
,footer,menu detiknews,https://news.detik.com,,2026-09-05 12:38:07
,footer,menu detikedukasi,https://www.detik.com/edu,,2026-09-05 12:38:07
,footer,menu detikfinance,https://finance.detik.com,,2026-09-05 12:38:07
,footer,menu detikinet,https://inet.detik.com,,2026-09-05 12:38:07
,footer,menu detikhot,https://hot.detik.com,,2026-09-05 12:38:07
,footer,menu detiksport,https://sport.detik.com,,2026-09-05 12:38:07
,footer,menu sepakbola,https://sport.detik.com/sepakbola,,2026-09-05 12:38:07
,footer,menu detikoto,https://oto.detik.com,,2026-09-05 12:38:07
,footer,menu detikproperti,https://www.detik.com/properti,,2026-09-05 12:38:07
,footer,menu detiktravel,https://travel.detik.com,,2026-09-05 12:38:07
,footer,menu detikfood,https://food.detik.com,,2026-09-05 12:38:07
,footer,menu detikhealth,https://health.detik.com,,2026-09-05 12:38:07
,footer,menu wolipop,https://wolipop.detik.com,,2026-09-05 12:38:07
,footer,menu detikx,https://news.detik.com/x/,,2026-09-05 12:38:07
,footer,menu 20detik,https://20.detik.com,,2026-09-05 12:38:07
,footer,menu detikfoto,https://foto.detik.com,,2026-09-05 12:38:07
,footer,menu detikhikmah,https://www.detik.com/hikmah,,2026-09-05 12:38:07
,footer,menu detikpop,https://www.detik.com/pop,,2026-09-05 12:38:07
,footer,menu berbuatbaik.id,https://berbuatbaik.id/,,2026-09-05 12:38:07
,footer,menu pasang mata,https://pasangmata.detik.com,,2026-09-05 12:38:07
,footer,menu adsmart,https://adsmart.detik.com,,2026-09-05 12:38:07
,footer,menu detikevent,https://event.detik.com,,2026-09-05 12:38:07
,footer,menu signature awards,https://www.detik.com/signature-awards,,2026-09-05 12:38:07
,footer,menu trans snow world,https://www.transentertainment.com/transsnow,,2026-09-05 12:38:07
,footer,menu trans studio,https://www.transentertainment.com/transstudio,,2026-09-05 12:38:07
,footer,menu bingkai.id,https://bingkai.id/,,2026-09-05 12:38:07
,footer,menu ziswafctarsa.id,https://www.ziswafctarsa.id/,,2026-09-05 12:38:07
,footer,menu flying over indonesia,https://www.transentertainment.com/foi/detail,,2026-09-05 12:38:07
,footer,menu for your business,https://fyb.detik.com/,,2026-09-05 12:38:07
,footer,menu rekomendit,https://rekomendit.detik.com/,,2026-09-05 12:38:07
,footer,menu community connect,https://www.detik.com/community-connect/,,2026-09-05 12:38:07
,footer,menu redaksi,https://www.detik.com/redaksi,,2026-09-05 12:38:07
,footer,menu pedoman media siber,https://www.detik.com/pedoman-media,,2026-09-05 12:38:07
,footer,menu karir,https://karir.detik.com/,,2026-09-05 12:38:07
,footer,menu kotak pos,https://www.detik.com/kotak-pos,,2026-09-05 12:38:07
,footer,menu media partner,https://www.detik.com/media-partner,,2026-09-05 12:38:07
,footer,menu info iklan,https://www.detik.com/info-iklan,,2026-09-05 12:38:07
,footer,menu privacy policy,https://www.detik.com/privacy-policy,,2026-09-05 12:38:07
,footer,menu disclaimer,https://www.detik.com/disclaimer,,2026-09-05 12:38:07
